"ENTREZID" "EVIDENCE" "ONTOLOGY" "SYMBOL" "TXCHROM" "GOID"
"131317" "56738" "IEA" "MF" "Mocs1" "chr17" "GO:0000166"
"131331" "76441" "IEA" "MF" "Daam2" "chr17" "GO:0003779"
"131337" "319991" "ISO" "CC" "Kif6" "chr17" "GO:0001673"
"131342" "76438" "ISO" "BP" "Rftn1" "chr17" "GO:0001765"
"131363" "446210" "ND" "MF" "AY702103" "chr17" "GO:0003674"
"131366" "13164" "IMP" "BP" "Dazl" "chr17" "GO:0001556"
"131384" "224860" "IMP" "BP" "Plcl2" "chr17" "GO:0002322"
"131399" "654432" NA NA "Gm7334" NA NA
"131400" "72238" "ISO" "BP" "Tbc1d5" "chr17" "GO:0002092"
"131427" "328837" NA NA "C330011F03Rik" "chr17" NA
"131428" "20230" "IDA" "BP" "Satb1" "chr17" "GO:0000122"
"131455" "628919" "ND" "MF" "Gm6934" NA "GO:0003674"
"131458" "100504169" NA NA "Gm20098" "chr17" NA
"131459" "100503190" NA NA "Gm19585" NA NA
"131460" "328839" NA NA "Gm5094" NA NA
"131461" "211468" "IEA" "MF" "Kcnh8" "chr17" "GO:0000155"
"131480" "211482" "IEA" "MF" "Efhb" "chr17" "GO:0005509"
"131484" "271457" "IEA" "MF" "Rab5a" "chr17" "GO:0000166"
"131546" "110332" "ND" "MF" "Pp2d1" "chr17" "GO:0003674"
"131552" "18519" "IDA" "CC" "Kat2b" "chr17" "GO:0000123"
"131612" "72415" "IDA" "CC" "Sgol1" "chr17" "GO:0000775"
"131633" "211496" NA NA "4932415M13Rik" "chr17" NA
"131634" "637939" NA NA "Mark1-ps2" NA NA
"131635" "69083" "IEA" "CC" "Sult1c2" "chr17" "GO:0005764"
"131642" "224876" NA NA "Mark1-ps1" NA NA
"131643" "20888" "ISO" "MF" "Sult1c1" "chr17" "GO:0004027"
"131650" "63993" "IEA" "MF" "Slc5a7" "chr17" "GO:0005215"
"131692" "69418" NA NA "1700025K24Rik" "chr17" NA
"131693" "240119" "IEA" "MF" "St6gal2" "chr17" "GO:0003824"
"131709" "383258" "ND" "MF" "Vmn2r118" "chr17" "GO:0003674"
"131712" "72836" "IDA" "CC" "Pot1b" "chr17" "GO:0000783"
"131730" "52614" "IEA" "MF" "Adgre4" "chr17" "GO:0004871"
"131743" "104349" "IPI" "MF" "Zfp119a" "chr17" "GO:0005515"
"131746" "224893" "ND" "MF" "Zfp959" "chr17" "GO:0003674"
"131749" "240120" "ND" "MF" "Zfp119b" "chr17" "GO:0003674"
"131752" "50498" "ISO" "MF" "Ebi3" "chr17" "GO:0004896"
"131760" "100504333" NA NA "Gm16712" "chr17" NA
"131761" "72886" "ND" "MF" "Ccdc94" "chr17" "GO:0003674"
"131764" "20420" "IBA" "MF" "Shd" "chr17" "GO:0005070"
"131767" "240121" "IEA" "CC" "Fsd1" "chr17" "GO:0005622"
"131775" "106766" "IPI" "MF" "Stap2" "chr17" "GO:0005515"
"131779" "68047" "ND" "MF" "Mpnd" "chr17" "GO:0003674"
"131785" "20405" "IPI" "MF" "Sh3gl1" "chr17" "GO:0005515"
"131798" "27221" "ISO" "CC" "Chaf1a" "chr17" "GO:0000790"
"131813" "66530" "IEA" "CC" "Ubxn6" "chr17" "GO:0005634"
"131817" "15193" "IDA" "MF" "Hdgfrp2" "chr17" "GO:0003682"
"131821" "57435" "IEA" "CC" "Plin4" "chr17" "GO:0005737"
"131828" "66968" "IPI" "MF" "Plin5" "chr17" "GO:0005515"
"131857" "76905" "IMP" "BP" "Lrg1" "chr17" "GO:0001938"
"131868" "20359" "IEA" "CC" "Sema6b" "chr17" "GO:0005886"
"131875" "66443" "IPI" "MF" "Tnfaip8l1" "chr17" "GO:0005515"
"131878" "28106" "IEA" "BP" "Mydgf" "chr17" "GO:0001525"
"131894" "224897" "IEA" "MF" "Dpp9" "chr17" "GO:0004177"
"131902" "320593" NA NA "A230051N06Rik" NA NA
"131903" "723883" "IDA" "BP" "Mir7b" "chr17" "GO:0017148"
"131906" "14154" "ND" "CC" "Fem1a" "chr17" "GO:0005575"
"131913" "106759" "IMP" "BP" "Ticam1" "chr17" "GO:0002281"
"131956" "66905" "IEA" "CC" "Plin3" "chr17" "GO:0005737"
"131963" "76920" "ND" "MF" "Arrdc5" "chr17" "GO:0003674"
"131966" "18140" "ISO" "BP" "Uhrf1" "chr17" "GO:0000122"
"132014" "193796" "ISO" "CC" "Kdm4b" "chr17" "GO:0005634"
"132032" "19280" "ISO" "MF" "Ptprs" "chr17" "GO:0004721"
"132066" "668592" NA NA "Gm9258" NA NA
"132067" "20834" "ND" "MF" "Znrf4" "chr17" "GO:0003674"
"132077" "100504425" NA NA "Gm20219" "chr17" NA
"132078" "224902" "IEA" "MF" "Safb2" "chr17" "GO:0003676"
"132097" "224903" "IDA" "MF" "Safb" "chr17" "GO:0001047"
"132118" "224904" "ND" "MF" "2410015M20Rik" "chr17" "GO:0003674"
"132128" "54217" "IBA" "BP" "Rpl36" "chr17" "GO:0002181"
"132135" "74142" "IEA" "MF" "Lonp1" "chr17" "GO:0000166"
"132173" "106757" "ND" "MF" "Catsperd" "chr17" "GO:0003674"
"132187" "71810" "IBA" "BP" "Ranbp3" "chr17" "GO:0000082"
"132205" "106639" "ISO" "CC" "Vmac" "chr17" "GO:0005737"
"132209" "69875" "ND" "MF" "Ndufa11" "chr17" "GO:0003674"
"132220" "14346" NA NA "Fut4-ps1" "chr17" NA
"132221" "18188" "ISO" "BP" "Nrtn" "chr17" "GO:0001755"
"132229" "224907" "ISO" "MF" "Dus3l" "chr17" "GO:0003723"
"132237" "100504446" "ND" "MF" "Prr22" "chr17" "GO:0003674"
"132240" "19725" "IMP" "MF" "Rfx2" "chr17" "GO:0000977"
"132260" "328845" "IEA" "MF" "Acsbg2" "chr17" "GO:0000166"
"132282" "78625" "ND" "MF" "1700061G19Rik" "chr17" "GO:0003674"
"132285" "64144" "ISO" "CC" "Mllt1" "chr17" "GO:0001650"
"132292" "171168" "ISO" "CC" "Acer1" "chr17" "GO:0005783"
"132311" "53895" "ISO" "MF" "Clpp" "chr17" "GO:0004252"
"132325" "66400" "IDA" "CC" "Alkbh7" "chr17" "GO:0005739"
"132338" "19197" "IDA" "BP" "Pspn" "chr17" "GO:0001658"
"132343" "98053" "IEA" "MF" "Gtf2f1" "chr17" "GO:0003677"
"132362" "16549" "IEA" "MF" "Khsrp" "chr17" "GO:0003676"
"132389" "103775" "IBA" "MF" "Slc25a41" "chr17" "GO:0005347"
"132398" "66972" "IMP" "BP" "Slc25a23" "chr17" "GO:0002082"
"132418" "224912" "IEA" "CC" "Crb3" "chr17" "GO:0005886"
"132428" "70785" "IEA" "MF" "Dennd1c" "chr17" "GO:0005085"
"132433" "22153" "IEA" "MF" "Tubb4a" "chr17" "GO:0000166"
"132452" "100169874" NA NA "Gm11110" "chr17" NA
"132453" "21950" "IPI" "MF" "Tnfsf9" "chr17" "GO:0005102"
"132472" "21948" "ISO" "MF" "Cd70" "chr17" "GO:0002020"
"132488" "50930" "ISO" "MF" "Tnfsf14" "chr17" "GO:0005102"
"132503" "12266" "IMP" "BP" "C3" "chr17" "GO:0001798"
"132536" "78308" "ND" "MF" "Gpr108" "chr17" "GO:0003674"
"132541" "106628" "ISO" "BP" "Trip10" "chr17" "GO:0001837"
"132561" "22324" "ISO" "MF" "Vav1" "chr17" "GO:0001784"
"132584" "13733" "IEA" "BP" "Adgre1" "chr17" "GO:0002250"
"132598" "224916" "ND" "MF" "Vmn2r120" "chr17" "GO:0003674"
"132601" "620292" "IEA" "BP" "Cntnap5c" "chr17" "GO:0007155"
"132604" "69239" "ND" "MF" "Pdzph1" "chr17" "GO:0003674"
"132607" "75039" "ND" "MF" "Nudt12os" NA "GO:0003674"
"132610" "67993" "ISO" "MF" "Nudt12" "chr17" "GO:0000210"
"132619" "13640" "IPI" "MF" "Efna5" "chr17" "GO:0005169"
"132657" "50758" "ND" "MF" "Fbxl17" "chr17" "GO:0003674"
"132660" "414079" NA NA "4930405O22Rik" "chr17" NA
"132661" "320004" "ND" "MF" "A930002H24Rik" NA "GO:0003674"
"132664" "14158" "IEA" "MF" "Fer" "chr17" "GO:0000166"
"132740" "224938" "ISO" "MF" "Pja2" "chr17" "GO:0004842"
"132764" "100043582" "ND" "MF" "AU016765" "chr17" "GO:0003674"
"132767" "17158" "IDA" "CC" "Man2a1" "chr17" "GO:0000139"
"132798" "78057" "ND" "MF" "4930583I09Rik" NA "GO:0003674"
"132801" "100043871" NA NA "Gm4701" NA NA
"132802" "381107" "ND" "MF" "Tmem232" "chr17" "GO:0003674"
"132807" "100861810" NA NA NA NA NA
"132808" "30960" "ISO" "CC" "Vapa" "chr17" "GO:0000139"
"132838" "213272" "ISO" "CC" "Txndc2" "chr17" "GO:0001520"
"132855" "106572" "IEA" "MF" "Rab31" "chr17" "GO:0000166"
"132876" "70351" "ND" "CC" "Ppp4r1" "chr17" "GO:0005575"
"132882" "19765" "IDA" "MF" "Ralbp1" "chr17" "GO:0005096"
"132906" "100861815" NA NA NA NA NA
"132907" "65960" "IMP" "BP" "Twsg1" "chr17" "GO:0001503"
"132933" "106585" "ND" "MF" "Ankrd12" "chr17" "GO:0003674"
"132937" "72900" "IEA" "MF" "Ndufv2" "chr17" "GO:0003954"
"132958" "68767" "ISO" "CC" "Washc1" "chr17" "GO:0000145"
"133008" "320209" "IEA" "MF" "Ddx11" "chr17" "GO:0000166"
"133062" "433134" NA NA "Gm20742" NA NA
"133063" "100504611" NA NA NA NA NA
"133064" "68617" "ISO" "CC" "Mtcl1" "chr17" "GO:0000922"
"133087" "100043876" NA NA "Gm4705" NA NA
"133088" "19328" "IEA" "MF" "Rab12" "chr17" "GO:0000166"
"133106" "74556" "ND" "MF" "Themis3" "chr17" "GO:0003674"
"133109" "19274" "ISO" "BP" "Ptprm" "chr17" "GO:0001937"
"133137" "791265" NA NA "Gm9984" NA NA
"133138" "240131" "ND" "MF" "Lrrc30" "chr17" "GO:0003674"
"133141" "16772" "IMP" "BP" "Lama1" "chr17" "GO:0002011"
"133174" "268970" "ISS" "MF" "Arhgap28" "chr17" "GO:0005096"
"133178" "320858" "ND" "MF" "L3mbtl4" "chr17" "GO:0003674"
"133186" "622645" "ND" "MF" "Tmem200c" "chr17" "GO:0003674"
"133189" "13823" "IEA" "BP" "Epb41l3" "chr17" "GO:0001558"
"133219" "69750" NA NA "2410021H03Rik" "chr17" NA
"133220" "22666" "IMP" "BP" "Zbtb14" "chr17" "GO:0003170"
"133238" "100861864" NA NA NA NA NA
"133239" "77533" "ND" "MF" "C030034I22Rik" "chr17" "GO:0003674"
"133242" "320722" "IDA" "CC" "Akain1" "chr17" "GO:0005829"
"133250" "224997" "IEA" "CC" "Dlgap1" "chr17" "GO:0005886"
"133266" "21815" "IGI" "BP" "Tgif1" "chr17" "GO:0000122"
"133291" "668724" NA NA "Gm9320" NA NA
"133292" "100316676" NA NA "Mir1195" NA NA
"133293" "546695" NA NA "Gm16519" NA NA
"133294" "240156" NA NA "Gm4947" NA NA
"133295" "67938" "IDA" "CC" "Myl12b" "chr17" "GO:0001725"
"133308" "67268" "IDA" "CC" "Myl12a" "chr17" "GO:0001725"
"133319" "100861887" NA NA NA NA NA
"133320" "17929" "TAS" "MF" "Myom1" "chr17" "GO:0005200"
"133343" "64898" "IDA" "MF" "Lpin2" "chr17" "GO:0003713"
"133360" "246707" "ISO" "CC" "Emilin2" "chr17" "GO:0005576"
"133367" "75022" NA NA "4930471L23Rik" NA NA
"133368" "100043644" NA NA "Gm4566" "chr17" NA
"133369" "74355" "ISO" "CC" "Smchd1" "chr17" "GO:0000784"
"133376" "67052" "ISO" "BP" "Ndc80" "chr17" "GO:0000070"
"133405" "70891" "ISO" "BP" "Spdya" "chr17" "GO:0000082"
"133417" "68789" "ND" "MF" "Trmt61b" "chr17" "GO:0003674"
"133420" "72515" "ISO" "CC" "Wdr43" "chr17" "GO:0001650"
"133426" "100217462" "ND" "MF" "Snord92" "chr17" "GO:0003674"
"133429" "100217456" "ND" "MF" "Snord53" "chr7" "GO:0003674"
"133432" "320159" "ND" "MF" "Fam179a" "chr17" "GO:0003674"
"133435" "225004" "IDA" "CC" "BC027072" "chr17" "GO:0001750"
"133445" "78785" "ND" "MF" "Clip4" "chr17" "GO:0003674"
"133448" "11682" "IEA" "MF" "Alk" "chr17" "GO:0000166"
"133483" "383295" "ND" "MF" "Ypel5" "chr17" "GO:0003674"
"133487" "77889" "IDA" "CC" "Lbh" "chr17" "GO:0005634"
"133495" "225010" "IEA" "MF" "Lclat1" "chr17" "GO:0003841"
"133507" "381122" "IBA" "MF" "Capn13" "chr17" "GO:0004198"
"133515" "71685" "ND" "MF" "Galnt14" "chr17" "GO:0003674"
"133526" "57440" "IEA" "MF" "Ehd3" "chr17" "GO:0000166"
"133564" "22436" "ISO" "BP" "Xdh" "chr17" "GO:0001933"
"133607" "94224" "ISO" "MF" "Srd5a2" "chr17" "GO:0003865"
"133640" "76890" "ISO" "CC" "Memo1" "chr17" "GO:0005634"
"133644" "66310" "ISO" "CC" "Dpy30" "chr17" "GO:0005634"
"133661" "668773" NA NA "Gm9349" NA NA
"133662" "50850" "IEA" "MF" "Spast" "chr17" "GO:0000166"
"133713" "210148" "IDA" "MF" "Slc30a6" "chr17" "GO:0005385"
"133728" "268973" "IEA" "MF" "Nlrc4" "chr17" "GO:0000166"
"133758" "67864" "ND" "MF" "Yipf4" "chr17" "GO:0003674"
"133766" "12211" "ISO" "CC" "Birc6" "chr17" "GO:0000922"
"133799" "74196" "ND" "MF" "Ttc27" "chr17" "GO:0003674"
"133802" "268977" "ISO" "CC" "Ltbp1" "chr17" "GO:0001527"
"133824" "240168" "IDA" "MF" "Rasgrp3" "chr17" "GO:0005088"
"133834" "72722" "ISO" "MF" "Fam98a" "chr17" "GO:0003723"
"133837" "100043885" NA NA "Gm4710" "chr17" NA
"133838" "50766" "IEA" "BP" "Crim1" "chr17" "GO:0001558"
"133847" "225020" "IPI" "MF" "Fez2" "chr17" "GO:0005515"
"133852" "100502824" NA NA "Gm19399" NA NA
"133853" "74199" "IDA" "MF" "Vit" "chr17" "GO:0005539"
"133859" "268980" "ISO" "CC" "Strn" "chr17" "GO:0000159"
"133879" "320473" "IPI" "MF" "Heatr5b" "chr17" "GO:0005515"
"133883" "53951" "IEA" "CC" "Gpatch11" "chr17" "GO:0000775"
"133890" "625054" NA NA "Gm6548" "chr17" NA
"133891" "19106" "IEA" "MF" "Eif2ak2" "chr17" "GO:0000166"
"133948" "73671" "ND" "MF" "Sult6b1" "chr17" "GO:0003674"
"133954" "68554" "ND" "MF" "Cebpzos" "chr17" "GO:0003674"
"133960" "12607" "ISO" "MF" "Cebpz" "chr17" "GO:0000978"
"133968" "73694" "ISO" "CC" "Ndufaf7" "chr17" "GO:0005615"
"133980" "75292" "IEA" "MF" "Prkd3" "chr17" "GO:0000166"
"133997" "70536" "IEA" "CC" "Qpct" "chr17" "GO:0005576"
"134005" "260409" "IBA" "MF" "Cdc42ep3" "chr17" "GO:0005096"
"134017" "100502912" NA NA "Gm17315" NA NA
"134018" "74622" NA NA "4930429F11Rik" "chr17" NA
"134019" "100038718" NA NA "Gm10494" "chr17" NA
"134020" "381110" "ND" "MF" "Rmdn2" "chr17" "GO:0003674"
"134029" "100502965" NA NA NA NA NA
"134030" "13078" "IMP" "BP" "Cyp1b1" "chr17" "GO:0001525"
"134090" "56298" "IEA" "MF" "Atl2" "chr17" "GO:0000166"
"134102" "72692" "IEA" "MF" "Hnrnpll" "chr17" "GO:0003676"
"134110" "319625" "IEA" "MF" "Galm" "chr17" "GO:0003824"
"134123" "225027" "IEA" "MF" "Srsf7" "chr17" "GO:0003676"
"134137" "67737" "ND" "MF" "Ttc39d" "chr17" "GO:0003674"
"134140" "67242" "IEA" "BP" "Gemin6" "chr17" "GO:0000245"
"134153" "106794" "IEA" "MF" "Dhx57" "chr17" "GO:0000166"
"134164" "378462" "ND" "MF" "Morn2" "chr17" "GO:0003674"
"134171" "381112" "ND" "MF" "Arhgef33" "chr17" "GO:0003674"
"134177" "791338" NA NA "Gm10190" "chr17" NA
"134178" "20662" "IGI" "BP" "Sos1" "chr17" "GO:0001782"
"134214" "381113" "IEA" "MF" "Cdkl4" "chr17" "GO:0000166"
"134225" "225028" "IEA" "MF" "Map4k3" "chr17" "GO:0000166"
"134241" "320784" "ND" "MF" "C230072F16Rik" "chr17" "GO:0003674"
"134244" "668830" NA NA "Gm9386" NA NA
"134245" "68027" "IPI" "MF" "Tmem178" "chr17" "GO:0005515"
"134253" "72167" "IEA" "MF" "Thumpd2" "chr17" "GO:0003723"
"134258" "20541" "ISO" "BP" "Slc8a1" "chr17" "GO:0001666"
"134341" "625514" NA NA "Gm6594" NA NA
"134342" "100503434" NA NA "Gm19689" "chr17" NA
"134343" "106522" "IEA" "MF" "Pkdcc" "chr17" "GO:0000166"
"134373" "78798" "IEA" "CC" "Eml4" "chr17" "GO:0005737"
"134381" "20463" "IMP" "BP" "Cox7a2l" "chr17" "GO:0002082"
"134392" "225030" "IEA" "MF" "Kcng3" "chr17" "GO:0005216"
"134412" "116871" "IEA" "MF" "Mta3" "chr17" "GO:0003677"
"134428" "107766" "ISO" "MF" "Haao" "chr17" "GO:0000334"
"134446" "74473" NA NA "4933433H22Rik" "chr17" NA
"134447" "100503447" NA NA "Gm19696" NA NA
"134448" "12193" "IDA" "BP" "Zfp36l2" "chr17" "GO:0000165"
"134487" "240174" "ND" "MF" "Thada" "chr17" "GO:0003674"
"134490" "213556" "IDA" "MF" "Plekhh2" "chr17" "GO:0003779"
"134501" "213575" "IEA" "MF" "Dync2li1" "chr17" "GO:0003774"
"134525" "27409" "IEA" "MF" "Abcg5" "chr17" "GO:0000166"
"134550" "67470" "ISO" "MF" "Abcg8" "chr17" "GO:0005524"
"134577" "72416" "ISO" "CC" "Lrpprc" "chr17" "GO:0000794"
"134606" "68531" "ND" "MF" "1110020A21Rik" "chr17" "GO:0003674"
"134609" "19043" "IEA" "MF" "Ppm1b" "chr17" "GO:0000287"
"134630" "20532" "IEA" "MF" "Slc3a1" "chr17" "GO:0003824"
"134645" "213760" "IEA" "MF" "Prepl" "chr17" "GO:0004252"
"134654" "73582" "ISO" "CC" "Camkmt" "chr17" "GO:0005634"
"134663" "100043902" "IPI" "MF" "Six3os1" "chr17" "GO:0005515"
"134668" "20473" "IDA" "BP" "Six3" "chr17" "GO:0000060"
"134720" "20472" "IDA" "MF" "Six2" "chr17" "GO:0000978"
"134759" "78586" "ND" "MF" "Srbd1" "chr17" "GO:0003674"
"134765" "18754" "ISO" "CC" "Prkce" "chr17" "GO:0000139"
"134844" "72104" NA NA "2010106C02Rik" "chr17" NA
"134845" "100038711" "ND" "MF" "Gm10309" NA "GO:0003674"
"134848" "13819" "ISO" "BP" "Epas1" "chr17" "GO:0000122"
"134902" "78469" "ND" "MF" "Tmem247" "chr17" "GO:0003674"
"134907" "74915" "IDA" "CC" "Atp6v1e2" "chr17" "GO:0001669"
"134915" "104215" "IEA" "MF" "Rhoq" "chr17" "GO:0000166"
"134942" "100503570" NA NA NA NA NA
"134943" "18701" "IEA" "CC" "Pigf" "chr17" "GO:0005783"
"134949" "56724" "ISO" "CC" "Cript" "chr17" "GO:0005634"
"134968" "56468" "IBA" "MF" "Socs5" "chr17" "GO:0004860"
"134995" "399626" NA NA "C330024C12Rik" "chr17" NA
"134996" "193813" "ND" "MF" "Mcfd2" "chr17" "GO:0003674"
"135007" "74597" "ND" "MF" "4833418N02Rik" "chr17" "GO:0003674"
"135010" "225049" "IEA" "CC" "Ttc7" "chr17" "GO:0005737"
"135016" "75467" "IDA" "CC" "Stpg4" "chr17" "GO:0001939"
"135023" "12314" "IDA" "BP" "Calm2" "chr17" "GO:0000086"
"135043" "17075" "IEP" "BP" "Epcam" "chr17" "GO:0001657"
"135068" "17685" "IEA" "MF" "Msh2" "chr17" "GO:0000166"
"135139" "210741" NA NA "Kcnk12" "chr17" NA
"135140" "668863" NA NA "Gm9405" NA NA
"135141" "17688" "IEA" "MF" "Msh6" "chr17" "GO:0000166"
"135187" "225055" "IEA" "CC" "Fbxo11" "chr17" "GO:0000151"
"135200" "225058" NA NA "Gm4832" "chr17" NA
"135201" "14236" "IBA" "MF" "Foxn2" "chr17" "GO:0003700"
"135208" "73825" "ND" "BP" "Ppp1r21" "chr17" "GO:0008150"
"135211" "77057" "ND" "MF" "Ston1" "chr17" "GO:0003674"
"135217" "100503581" NA NA NA NA NA
"135218" "71828" "IEA" "MF" "Gtf2a1l" "chr17" "GO:0003677"
"135229" "16867" "IMP" "BP" "Lhcgr" "chr17" "GO:0001541"
"135292" "14309" "IMP" "BP" "Fshr" "chr17" "GO:0001541"
"135348" "71052" NA NA "4933400B14Rik" "chr17" NA
"135349" "100043904" NA NA "Gm4719" "chr17" NA
"135350" "18189" "ISO" "MF" "Nrxn1" "chr17" "GO:0004888"
"135430" "623954" NA NA "Gm10493" NA NA
"135431" "78800" NA NA "4930480K15Rik" "chr17" NA
"135432" "100503679" NA NA NA NA NA
"135433" "11516" "ISO" "BP" "Adcyap1" "chr17" "GO:0001541"
"135489" "76781" "IEA" "MF" "Mettl4" "chr17" "GO:0003676"
"135497" "77022" NA NA "2700099C18Rik" "chr17" NA
"135498" "100038746" NA NA "Gm1976" "chr17" NA
"135499" "100044193" NA NA "Gm20939" "chr17" NA
"135500" "100312476" "ND" "MF" "Vmn1r238" "chr18" "GO:0003674"
"135503" "12916" "ISO" "BP" "Crem" "chr18" "GO:0000122"
"135524" "633947" "ND" "MF" "Gm6225" "chr18" "GO:0003674"
"135527" "71745" "IPI" "MF" "Cul2" "chr18" "GO:0005515"
"135541" "68010" "ISO" "MF" "Bambi" "chr18" "GO:0005109"
"135556" "67328" "IEA" "MF" "Lyzl1" "chr18" "GO:0003796"
"135561" "26410" "IEA" "MF" "Map3k8" "chr18" "GO:0000166"
"135578" "73915" "ND" "MF" "4833419F23Rik" "chr18" "GO:0003674"
"135581" "67440" "IEA" "MF" "Mtpap" "chr18" "GO:0000166"
"135600" "240185" "ND" "MF" "9430020K01Rik" "chr18" "GO:0003674"
"135605" "100038439" NA NA "Gm10556" "chr18" NA
"135606" "225115" "IEA" "MF" "Svil" "chr18" "GO:0003779"
"135621" "240186" "ISO" "MF" "Zfp438" "chr18" "GO:0003700"
"135626" "791318" "ND" "MF" "Gm10125" "chr18" "GO:0003674"
"135629" "21417" "IMP" "BP" "Zeb1" "chr18" "GO:0000122"
"135676" "75415" "ISO" "BP" "Arhgap12" "chr18" "GO:0002011"
"135680" "16573" "IEA" "MF" "Kif5b" "chr18" "GO:0000166"
"135723" "13831" "ISA" "BP" "Epc1" "chr18" "GO:0000122"
"135742" "100316773" NA NA "Mir1893" "chr18" NA
"135743" "70901" "ND" "MF" "4921524L21Rik" "chr18" "GO:0003674"
"135746" "19330" "IEA" "MF" "Rab18" "chr18" "GO:0000166"
"135764" "210719" "IMP" "BP" "Mkx" "chr18" "GO:0000122"
"135790" "74934" "IMP" "BP" "Armc4" "chr18" "GO:0003341"
"135808" "75739" "ISO" "CC" "Mpp7" "chr18" "GO:0005654"
"135821" "100504244" NA NA NA NA NA
"135822" "225131" "ISO" "MF" "Wac" "chr18" "GO:0000993"
"135837" "14370" "IDA" "BP" "Fzd8" "chr18" "GO:0000122"
"135868" "225152" "ND" "MF" "Gjd4" "chr18" "GO:0003674"
"135877" "67974" "IEA" "BP" "Ccny" "chr18" "GO:0000079"
"135892" "26369" "ISO" "CC" "Cetn1" "chr18" "GO:0000922"
"135909" "140792" "IEA" "CC" "Colec12" "chr18" "GO:0005581"
"135924" "100038541" "ND" "MF" "Gm10554" NA "GO:0003674"
"135927" "225160" "ISO" "BP" "Thoc1" "chr18" "GO:0000018"
"135957" "59025" "IEA" "CC" "Usp14" "chr18" "GO:0000502"
"135981" "19877" "IEA" "MF" "Rock1" "chr18" "GO:0000166"
"136029" "100504736" NA NA NA NA NA
"136030" "381157" "ND" "MF" "Greb1l" "chr18" "GO:0003674"
"136035" "621832" NA NA "Nutf2-ps2" NA NA
"136036" "77805" "ISO" "CC" "Esco1" "chr18" "GO:0000785"
"136047" "20641" "IBA" "CC" "Snrpd1" "chr18" "GO:0000243"
"136081" "106861" "IBA" "MF" "Abhd3" "chr18" "GO:0004623"
"136095" "75370" "ND" "MF" "4930563E18Rik" "chr18" "GO:0003674"
"136098" "225164" "IMP" "BP" "Mib1" "chr18" "GO:0001568"
"136120" "387151" "IGI" "BP" "Mir133a-1" "chr18" "GO:0010628"
"136126" "100316783" "IMP" "BP" "Mir1b" "chr18" "GO:0010629"
"136127" "723959" "IMP" "BP" "Mir1a-2" "chr18" "GO:0003007"
"136137" "14465" "ISO" "BP" "Gata6" "chr18" "GO:0000122"
"136213" "225182" "ISO" "MF" "Rbbp8" "chr18" "GO:0000014"
"136238" "621998" NA NA "Gm6277" "chr18" NA
"136239" "63955" "TAS" "BP" "Cables1" "chr18" "GO:0000082"
"136248" "100316686" NA NA "Mir1901" "chr18" NA
"136249" "338363" "IEA" "MF" "Tmem241" "chr18" "GO:0005457"
"136255" "66878" "IEA" "MF" "Riok3" "chr18" "GO:0000166"
"136274" "76482" "ISO" "CC" "3110002H16Rik" "chr18" "GO:0005765"
"136275" "18145" "IEA" "MF" "Npc1" "chr18" "GO:0005319"
"136319" "225187" "ND" "MF" "Ankrd29" "chr18" "GO:0003674"
"136322" "16774" "IEA" "MF" "Lama3" "chr18" "GO:0005102"
"136337" "72747" "ND" "MF" "Ttc39c" "chr18" "GO:0003674"
"136340" "100316699" "IDA" "BP" "Mir1948" "chr18" "GO:0071230"
"136341" "71132" "IDA" "MF" "Cabyr" "chr18" "GO:0005509"
"136365" "64291" "IPI" "MF" "Osbpl1a" "chr18" "GO:0005515"
"136374" "16210" "IMP" "BP" "Impact" "chr18" "GO:0000122"
"136402" "225192" "IEA" "MF" "Hrh4" "chr18" "GO:0004871"
"136416" "225207" "IEA" "MF" "Zfp521" "chr18" "GO:0003676"
"136426" "74529" NA NA "8430422H06Rik" "chr18" NA
"136427" "268996" "IDA" "BP" "Ss18" "chr18" "GO:0000226"
"136443" "73677" "IEA" "CC" "Psma8" "chr18" "GO:0000502"
"136457" "72504" "IBA" "MF" "Taf4b" "chr18" "GO:0001075"
"136481" "106931" "ISO" "MF" "Kctd1" "chr18" "GO:0003714"
"136489" "74456" NA NA "4933424G05Rik" "chr18" NA
"136490" "319440" NA NA "E430002N23Rik" NA NA
"136491" "11829" "IEA" "MF" "Aqp4" "chr18" "GO:0005215"
"136530" "71367" "IDA" "MF" "Chst9" "chr18" "GO:0001537"
"136540" "100861622" NA NA NA NA NA
"136541" "12558" "IEA" "MF" "Cdh2" "chr18" "GO:0005509"
"136616" "328906" NA NA "Gm15328" "chr18" NA
"136617" "664619" NA NA "4921533I20Rik" "chr18" NA
"136618" "75162" NA NA "4930545E07Rik" "chr18" NA
"136619" "13507" "IMP" "BP" "Dsc3" "chr18" "GO:0001701"
"136634" "13506" "IEA" "MF" "Dsc2" "chr18" "GO:0005509"
"136653" "13505" "IEA" "MF" "Dsc1" "chr18" "GO:0005509"
"136663" "211924" "IEA" "MF" "Dsg1c" "chr18" "GO:0005509"
"136673" "13510" "IEA" "MF" "Dsg1a" "chr18" "GO:0005509"
"136691" "225256" "IEA" "MF" "Dsg1b" "chr18" "GO:0005509"
"136707" "16769" "IDA" "BP" "Dsg4" "chr18" "GO:0001942"
"136721" "13512" "IEA" "MF" "Dsg3" "chr18" "GO:0005509"
"136733" "13511" "ISO" "BP" "Dsg2" "chr18" "GO:0002934"
"136754" "22139" "IEA" "MF" "Ttr" "chr18" "GO:0005179"
